IncidentNumber,DateOfCall,CalYear,HourOfCall,IncGeo_BoroughName,Easting_rounded,Northing_rounded,AttendanceTime,DeployedFromStation,lat_cal,long_cal,lat_cal_r,long_cal_r,stat,lat,long,bor_sqkm,pop_per_stat,distance_stat,distance,AttendanceTimeClasses3
002622-06012023,2023-01-06,2023,13,EALING,512250,178550,476.0,Hayes,inf,inf,51.49475902404711,-0.38443857008215937,Hayes,51.49459,-0.43159,115.7,76198.0,21111.019149492327,3274.6551778567873,6-9min
060419-01052023,2023-05-01,2023,6,HAVERING,550950,181550,559.0,Wennington,51.51264493921664,0.17386350711244403,51.51271548427738,0.17393892842607814,Wennington,51.5064084,0.2204125,112.27,65506.0,24100.059922961773,3303.2713498341914,9-12min
082112-08062023,2023-06-08,2023,18,KENSINGTON AND CHELSEA,523950,182050,163.0,North Kensington,51.52395358393342,-0.21484935407121328,51.52377230798386,-0.2147555367118032,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,235.95615700770526,0-3min
156668-08102023,2023-10-08,2023,23,SOUTHWARK,533650,179150,323.0,Dockhead,51.495424280224036,-0.07577545177912094,51.49550184043495,-0.0761179427461025,Dockhead,51.50061865,-0.07079419,28.85,102125.0,3995.727280892831,672.1356506037354,3-6min
154680-05102023,2023-10-05,2023,15,REDBRIDGE,544150,185850,490.0,Barking,inf,inf,51.55312748657285,0.07777417735734882,Barking,51.52982,0.088809,36.09,109267.0,15193.759829792516,2703.8061222857104,6-9min
067613-14052023,2023-05-14,2023,21,LAMBETH,531950,172750,63.0,West Norwood,inf,inf,51.43838672016574,-0.10297940161914736,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,1501.3997172022848,0-3min
192886-08122023,2023-12-08,2023,16,HAMMERSMITH AND FULHAM,523750,178950,475.0,Kensington,inf,inf,51.49595612172758,-0.21872382470081955,Kensington,51.5028,-0.1904,12.13,47980.0,4384.517983460514,2109.0930276180125,6-9min
086884-15062023,2023-06-15,2023,11,SOUTHWARK,532850,178650,300.0,Old Kent Road,inf,inf,51.49119699504245,-0.08782333037701834,Old Kent Road,51.48695786,-0.07366975,28.85,102125.0,4356.591980686375,1090.3490412853066,3-6min
072264-23052023,2023-05-23,2023,13,LAMBETH,531150,174550,380.0,West Norwood,inf,inf,51.454748333295285,-0.11381609441348553,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,3220.924930216569,6-9min
204167-28122023,2023-12-28,2023,12,HARINGEY,533850,191350,257.0,Tottenham,inf,inf,51.60508726064596,-0.06860077824466955,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,1400.798508067917,3-6min
007142-16012023,2023-01-16,2023,10,TOWER HAMLETS,537250,181950,234.0,Poplar,inf,inf,51.5198011966153,-0.02320266103047983,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1120.705103738983,3-6min
005991-13012023,2023-01-13,2023,18,WALTHAM FOREST,536750,189450,195.0,Walthamstow,inf,inf,51.58731778395152,-0.02749109297943278,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,286.19261889422233,3-6min
122396-13082023,2023-08-13,2023,16,HILLINGDON,508650,187350,706.0,Southall,inf,inf,51.57455646700857,-0.4335624995911397,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,8130.96926193707,9-12min
133825-02092023,2023-09-02,2023,8,LEWISHAM,538250,175350,179.0,Lewisham,51.45987555779933,-0.01106662004445688,51.46024960090021,-0.011381456131111732,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,379.5100553550357,0-3min
082390-09062023,2023-06-09,2023,4,LEWISHAM,539850,172450,550.0,Bromley,51.43412160546335,0.010992589796645729,51.433797508336426,0.010489188518039493,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,3043.4271574820987,9-12min
033945-09032023,2023-03-09,2023,16,HAMMERSMITH AND FULHAM,521950,180450,364.0,Hammersmith,inf,inf,51.5098277475739,-0.24412227428575112,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,2059.5471690020704,6-9min
185157-25112023,2023-11-25,2023,16,ENFIELD,535150,194650,346.0,Edmonton,51.6342628360833,-0.04818570277452221,51.634431066074534,-0.048568647000988244,Edmonton,51.62735,-0.06927,80.84,109867.0,13967.778520302169,1652.4384373343898,3-6min
155967-07102023,2023-10-07,2023,19,REDBRIDGE,546850,192150,241.0,Hainault,inf,inf,51.60903849402677,0.11932198733814726,Hainault,51.605945,0.10283,56.41,103279.0,19373.89533919592,1193.232610982078,3-6min
070646-20052023,2023-05-20,2023,13,BEXLEY,546250,175950,422.0,Bexley,51.46345228998707,0.10444959010653213,51.463632308972564,0.10393958555722324,Bexley,51.4610332,0.1536208,60.56,82181.0,20139.756311024084,3426.000548176066,6-9min
163598-20102023,2023-10-20,2023,4,WESTMINSTER,529850,178850,315.0,Lambeth,inf,inf,51.49369059993114,-0.13093674574440733,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3431.4329032615997,3-6min
082860-09062023,2023-06-09,2023,20,KENSINGTON AND CHELSEA,524850,180450,364.0,Kensington,inf,inf,51.509195046937194,-0.2023558340454319,Kensington,51.5028,-0.1904,12.13,47980.0,4384.517983460514,1093.3046700506536,6-9min
090008-20062023,2023-06-20,2023,10,RICHMOND UPON THAMES,522450,175450,328.0,Wandsworth,inf,inf,51.46478358351295,-0.2386535154155335,Wandsworth,51.4378592,-0.1802274,34.26,109456.0,8538.269839100261,5046.644284184266,3-6min
188760-01122023,2023-12-01,2023,18,NEWHAM,540650,182850,305.0,Plaistow,51.526750771278486,0.025912859482199256,51.52705280472877,0.026128101353605968,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,844.5149681323559,3-6min
201750-23122023,2023-12-23,2023,21,SUTTON,529050,164350,190.0,Wallington,inf,inf,51.36356415094063,-0.14773130811116167,Wallington,51.36242334,-0.14837595,43.85,104758.0,16178.399354451967,134.6285473951722,3-6min
076896-31052023,2023-05-31,2023,8,MERTON,527450,168750,606.0,Tooting,51.403311734538754,-0.1694747013039842,51.403468113677526,-0.1691233990003594,Tooting,51.4380528,-0.1654001,34.26,109456.0,8131.550209914634,3874.6597942958456,9-12min
004814-11012023,2023-01-11,2023,7,ISLINGTON,529650,187250,291.0,Holloway,51.5692140504179,-0.13065465767250126,51.56922418559818,-0.13072639073053896,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,1285.4140828215357,3-6min
159885-13102023,2023-10-13,2023,22,WALTHAM FOREST,538450,185750,285.0,Leytonstone,51.55336081619168,-0.004034148072741678,51.55365523150558,-0.004425161563167727,Leytonstone,51.560346,0.0079829,38.82,69512.0,11093.48251146864,1136.7085677804587,3-6min
114826-31072023,2023-07-31,2023,7,BROMLEY,542050,164450,808.0,Biggin Hill,51.36092930014486,0.03905634056223366,51.361363375594934,0.03891760919597724,Biggin Hill,51.31362132,0.03407686,150.15,82458.0,24279.01823237009,5275.022242807839,12-15min
050833-12042023,2023-04-12,2023,18,KENSINGTON AND CHELSEA,527750,178950,459.0,Kensington,inf,inf,51.495067243735704,-0.16113363960420876,Kensington,51.5028,-0.1904,12.13,47980.0,4384.517983460514,2206.917713628727,6-9min
117447-04082023,2023-08-04,2023,18,BARNET,523750,189550,246.0,Hendon,inf,inf,51.591218736409814,-0.21499990586866313,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,975.1045029766443,3-6min
200981-22122023,2023-12-22,2023,12,BEXLEY,550350,178350,452.0,Bexley,inf,inf,51.48412318776007,0.16393657530451758,Bexley,51.4610332,0.1536208,60.56,82181.0,20139.756311024084,2667.0488475504258,6-9min
063980-07052023,2023-05-07,2023,21,HARINGEY,528450,189250,255.0,Hornsey,inf,inf,51.5874718531688,-0.14730013523861643,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,1411.31586365584,3-6min
132416-30082023,2023-08-30,2023,19,WESTMINSTER,529150,181250,223.0,Soho,51.51526781277829,-0.13968129683041772,51.51541890943208,-0.14013634782270173,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,609.2053273210737,3-6min
078479-02062023,2023-06-02,2023,19,TOWER HAMLETS,537950,180750,294.0,Millwall,inf,inf,51.50884758905581,-0.013589224448651162,Millwall,51.500806,-0.025725,19.77,62455.0,7085.781804491156,1229.0194679609117,3-6min
180082-16112023,2023-11-16,2023,21,SUTTON,526050,164850,235.0,Sutton,inf,inf,51.36873079116956,-0.1906224320453202,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,1432.9563560582164,3-6min
043436-28032023,2023-03-28,2023,22,ENFIELD,535350,196450,201.0,Enfield,51.65080776407241,-0.044873005061746116,51.65055783994824,-0.044984949651804065,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,1180.6242820573773,3-6min
038923-19032023,2023-03-19,2023,11,BROMLEY,547450,168050,417.0,Orpington,inf,inf,51.3923364256526,0.11791619197248708,Orpington,51.37216313,0.11087098,150.15,82458.0,22327.869024727424,2297.3611110579754,6-9min
003891-09012023,2023-01-09,2023,9,KENSINGTON AND CHELSEA,524450,182250,232.0,North Kensington,51.525840399876174,-0.20766852872748978,51.52545986296203,-0.20748165054942455,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,668.9902842252131,3-6min
053377-17042023,2023-04-17,2023,17,EALING,520750,179350,299.0,Chiswick,inf,inf,51.50019916079861,-0.2617816154878781,Chiswick,51.49061,-0.26903,55.99,95980.0,9976.151735711266,1179.6617466119556,3-6min
198152-17122023,2023-12-17,2023,14,RICHMOND UPON THAMES,522850,177650,608.0,Fulham,inf,inf,51.484468871067634,-0.2321340114969354,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,2278.979788640648,9-12min
019296-07022023,2023-02-07,2023,22,CROYDON,532450,167850,340.0,Norbury,51.39411417438329,-0.09733659764795874,51.39423566589049,-0.09761905009755292,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,2184.1777954892264,3-6min
155018-06102023,2023-10-06,2023,4,WALTHAM FOREST,535950,189650,263.0,Walthamstow,inf,inf,51.58930839775525,-0.0389539182350963,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,794.7807085301972,3-6min
177333-12112023,2023-11-12,2023,11,MERTON,524150,170950,970.0,Wimbledon,51.423529992872545,-0.21632007908373863,51.423971258343684,-0.2157706984594728,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,1579.040509727246,> 15min
123113-14082023,2023-08-14,2023,21,CROYDON,532250,164850,201.0,Croydon,inf,inf,51.367322158348955,-0.10160791281046672,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,305.669391388716,3-6min
188562-01122023,2023-12-01,2023,12,ISLINGTON,530350,187250,216.0,Holloway,inf,inf,51.5690629490865,-0.12063220070201756,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,861.8355957993853,3-6min
122088-13082023,2023-08-13,2023,1,WESTMINSTER,529750,178950,232.0,Lambeth,inf,inf,51.4946122058139,-0.13233966543087408,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3551.5000846073854,3-6min
159710-13102023,2023-10-13,2023,17,BROMLEY,535050,169850,619.0,Bromley,inf,inf,51.41159624355194,-0.059510128337930984,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,5358.308543226264,9-12min
176805-11112023,2023-11-11,2023,15,TOWER HAMLETS,534350,182450,208.0,Bethnal Green,inf,inf,51.52499092821518,-0.06478408812332571,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,939.9726568939494,3-6min
065343-10052023,2023-05-10,2023,13,HOUNSLOW,513250,174750,382.0,Heston,inf,inf,51.460405930467715,-0.3712568681306695,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,2536.9053263319083,6-9min
153493-03102023,2023-10-03,2023,14,HARROW,519250,191350,361.0,Stanmore,51.60826673611139,-0.2799554589871007,51.60836527548585,-0.2793162907409088,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,1316.2040910744763,6-9min
188464-01122023,2023-12-01,2023,8,RICHMOND UPON THAMES,518050,175150,301.0,Richmond,51.46291446952648,-0.3021395777452328,51.46302127858145,-0.3020636342112799,Richmond,51.4674124,-0.2849489,57.41,97616.0,11771.22733156341,1293.413277596491,3-6min
199652-20122023,2023-12-20,2023,5,HOUNSLOW,513250,175050,407.0,Heston,inf,inf,51.4631022965858,-0.371160877228644,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,2351.755944294677,6-9min
176348-10112023,2023-11-10,2023,18,WANDSWORTH,527250,174250,428.0,Tooting,51.45311239093278,-0.17060663472848836,51.45294142152726,-0.1700233575219669,Tooting,51.4380528,-0.1654001,34.26,109456.0,8131.550209914634,1714.2751653035411,6-9min
087189-15062023,2023-06-15,2023,21,NEWHAM,541050,183350,381.0,Barking,inf,inf,51.53144600519245,0.03209041494078299,Barking,51.52982,0.088809,36.09,109267.0,15193.759829792516,3940.0821067312236,6-9min
064403-08052023,2023-05-08,2023,19,GREENWICH,546050,178950,258.0,Plumstead,inf,inf,51.49064024529299,0.10230180281560422,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,840.0000577224763,3-6min
059795-30042023,2023-04-30,2023,2,CROYDON,533350,165750,280.0,Croydon,inf,inf,51.37515315600269,-0.08547841913742088,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,1521.6961288907612,3-6min
193319-09122023,2023-12-09,2023,11,CAMDEN,531450,181750,380.0,Shoreditch,51.519094702596256,-0.10739674421866491,51.51938219191861,-0.10682267844275765,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,1805.8057350673475,6-9min
045266-01042023,2023-04-01,2023,15,HILLINGDON,508850,183250,373.0,Hillingdon,inf,inf,51.53766710706786,-0.43194538274821564,Hillingdon,51.53228,-0.45221,115.7,76198.0,22665.210491894057,1528.5203224044753,6-9min
142859-15092023,2023-09-15,2023,21,TOWER HAMLETS,537150,182950,358.0,Poplar,51.529187735169415,-0.024699164514640083,51.528811541846686,-0.02425409835876931,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,2130.5828046753327,3-6min
061339-03052023,2023-05-03,2023,1,BARNET,524050,195450,417.0,Barnet,inf,inf,51.644175476022504,-0.20858484100714003,Barnet,51.64717,-0.18591,86.74,97160.0,16095.505140908866,1604.50044742086,6-9min
062146-04052023,2023-05-04,2023,15,REDBRIDGE,545350,186850,434.0,Dagenham,inf,inf,51.56180523817748,0.09548314818372289,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,4258.515895027658,6-9min
015958-01022023,2023-02-01,2023,17,TOWER HAMLETS,534750,181350,223.0,Whitechapel,inf,inf,51.515010818228234,-0.05944202263222702,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,624.2614845237904,3-6min
005271-12012023,2023-01-12,2023,6,WESTMINSTER,529650,181350,230.0,Soho,51.51611466697848,-0.13298800981336234,51.51620315792022,-0.13289791342140037,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,395.6036208772727,3-6min
054827-20042023,2023-04-20,2023,17,CITY OF LONDON,532850,181250,285.0,Dowgate,51.514931665092426,-0.08636830072417405,51.51456175412642,-0.0868450056066702,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,610.9688682289486,3-6min
094113-26062023,2023-06-26,2023,9,WANDSWORTH,525450,174650,353.0,Tooting,inf,inf,51.4569375496768,-0.19577311212787601,Tooting,51.4380528,-0.1654001,34.26,109456.0,8131.550209914634,2978.7655432561546,3-6min
125343-18082023,2023-08-18,2023,19,LEWISHAM,541550,171550,425.0,Eltham,51.42520079941433,0.033918359222622506,51.425288417213906,0.03456955955437642,Eltham,51.45069495,0.05944427,47.35,57851.0,14395.991771601986,3343.9786609625266,6-9min
002496-06012023,2023-01-06,2023,6,HARINGEY,530150,190850,417.0,Hornsey,inf,inf,51.60146051689046,-0.12218286334452255,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,1681.0103250652987,6-9min
136514-06092023,2023-09-06,2023,13,HOUNSLOW,520850,178450,594.0,Fulham,51.49168263470042,-0.2611260157701268,51.492089219981956,-0.2606495808130909,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,4443.089672330185,9-12min
060865-02052023,2023-05-02,2023,6,NEWHAM,541150,183950,302.0,Plaistow,51.536534416195444,0.03424930182472249,51.536812483086415,0.03377142701866036,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,1840.9101677562187,3-6min
123453-15082023,2023-08-15,2023,13,WALTHAM FOREST,538750,188850,498.0,Homerton,51.58108219599819,0.0014094659286542175,51.58143780961661,0.001121980028561792,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,4755.492913953588,6-9min
095175-27062023,2023-06-27,2023,23,CROYDON,536250,162750,376.0,Addington,inf,inf,51.347505960311686,-0.04498672626587845,Addington,51.35185047,-0.0239798,86.52,78101.0,18718.41426144012,1541.2763100879101,6-9min
139787-10092023,2023-09-10,2023,19,BARNET,527350,195450,258.0,Barnet,inf,inf,51.64343856125643,-0.16091824248807957,Barnet,51.64717,-0.18591,86.74,97160.0,16095.505140908866,1779.036286063594,3-6min
180491-17112023,2023-11-17,2023,17,HOUNSLOW,515850,174950,373.0,Heston,inf,inf,51.4616778608695,-0.33378352027005787,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,1609.2478150579532,6-9min
123795-16082023,2023-08-16,2023,0,EALING,516050,180850,359.0,Ealing,inf,inf,51.51466412481532,-0.3289684456578945,Ealing,51.51217,-0.3137,55.53,91532.0,12909.930286465416,1095.6591025766065,3-6min
136104-05092023,2023-09-05,2023,20,HAMMERSMITH AND FULHAM,522650,180250,278.0,Hammersmith,inf,inf,51.50787895243632,-0.23411007834142772,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,1478.935680332649,3-6min
148455-24092023,2023-09-24,2023,23,SOUTHWARK,534250,177250,196.0,Peckham,51.47821123405282,-0.06859378871437669,51.478285710343656,-0.06820181166368104,Peckham,51.47405032,-0.07799246,28.85,102125.0,5037.216063725273,802.68094218075,3-6min
061973-04052023,2023-05-04,2023,9,BROMLEY,545950,165150,41.0,Orpington,51.36657905253354,0.09499111168361934,51.366665571380835,0.09518182373974532,Orpington,51.37216313,0.11087098,150.15,82458.0,22327.869024727424,1266.2084780883579,0-3min
022165-13022023,2023-02-13,2023,17,BARKING AND DAGENHAM,548150,187050,264.0,Dagenham,51.56286853437209,0.1357579597916139,51.562874370147064,0.13593137264453276,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,1502.6090585857892,3-6min
179670-16112023,2023-11-16,2023,4,NEWHAM,538450,183850,249.0,Stratford,51.536509488726885,-0.00461286392599645,51.536581948063635,-0.005172061869990962,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,1348.26390184102,3-6min
034183-09032023,2023-03-09,2023,23,ENFIELD,534250,195650,349.0,Enfield,inf,inf,51.64363246931669,-0.06118176274889263,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,1980.5186231829975,3-6min
185942-26112023,2023-11-26,2023,23,LAMBETH,531050,178650,251.0,Lambeth,inf,inf,51.49161666285216,-0.11373527928863415,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3183.75990993504,3-6min
027623-24022023,2023-02-24,2023,16,CROYDON,532050,167450,467.0,Norbury,51.390718637905046,-0.10311189713661385,51.390734135052234,-0.10351371558346413,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,2191.8892091564244,6-9min
192925-08122023,2023-12-08,2023,17,WESTMINSTER,526150,180750,379.0,Paddington,51.51142099189784,-0.18282728160429554,51.5116026751853,-0.18352621261187033,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,976.9721441342965,6-9min
101186-08072023,2023-07-08,2023,0,KENSINGTON AND CHELSEA,524550,181150,200.0,North Kensington,inf,inf,51.51555211371134,-0.2064293645614706,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,910.6503466219461,3-6min
133673-01092023,2023-09-01,2023,23,HARROW,518050,190650,148.0,Stanmore,inf,inf,51.60232675905667,-0.2968725322943031,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,164.92281079906763,0-3min
080746-06062023,2023-06-06,2023,14,TOWER HAMLETS,537250,183650,383.0,Stratford,51.535250669064176,-0.023211050264506886,51.53507750591438,-0.022540852457774957,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,2571.4787988783073,6-9min
193260-09122023,2023-12-09,2023,7,WESTMINSTER,529550,180950,282.0,Soho,51.5123959226215,-0.13437946953781535,51.51263140884464,-0.13448514350978338,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,166.45760687383552,3-6min
040631-22032023,2023-03-22,2023,20,LEWISHAM,537450,174650,29.0,Lewisham,inf,inf,51.45415392808376,-0.02316129479946903,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,728.9597728163836,0-3min
018104-05022023,2023-02-05,2023,18,WESTMINSTER,525850,182250,187.0,Paddington,inf,inf,51.52514991246095,-0.187311851459054,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,625.6508014812119,3-6min
158808-12102023,2023-10-12,2023,11,KENSINGTON AND CHELSEA,525150,180050,332.0,North Kensington,inf,inf,51.50553394560557,-0.19817707415509003,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,2151.1166448415684,3-6min
131852-29082023,2023-08-29,2023,22,SOUTHWARK,534250,179750,163.0,Dockhead,51.501096421068134,-0.06743905619357485,51.50075161805228,-0.06725192775413685,Dockhead,51.50061865,-0.07079419,28.85,102125.0,3995.727280892831,241.4116361430592,0-3min
017921-05022023,2023-02-05,2023,11,SUTTON,528950,164150,327.0,Wallington,51.36154580236633,-0.1486171378938436,51.36178944458877,-0.14923934676535144,Wallington,51.36242334,-0.14837595,43.85,104758.0,16178.399354451967,97.91992901233448,3-6min
110690-23072023,2023-07-23,2023,22,LEWISHAM,538350,175550,187.0,Lewisham,inf,inf,51.46202240967513,-0.009864776367357522,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,629.9966935173843,3-6min
205583-31122023,2023-12-31,2023,6,BRENT,522450,184450,149.0,Willesden,inf,inf,51.54566835276915,-0.2355318518246378,Willesden,51.54468,-0.23663,43.24,112973.0,8634.041435717692,133.7733325289914,0-3min
103135-11072023,2023-07-11,2023,3,WESTMINSTER,529050,178150,397.0,Lambeth,inf,inf,51.48758287342566,-0.14270968072479395,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3065.826112129355,6-9min
191613-06122023,2023-12-06,2023,14,HARINGEY,530650,191550,484.0,Southgate,inf,inf,51.60763536317641,-0.11470709516800753,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,2705.223214702328,6-9min
007775-17012023,2023-01-17,2023,12,EALING,512450,180450,188.0,Southall,51.511712992673516,-0.3807837473849424,51.511796269256145,-0.3809537288560822,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,437.1190291094938,3-6min
151884-30092023,2023-09-30,2023,17,SOUTHWARK,533850,176850,201.0,Peckham,inf,inf,51.47478584432675,-0.07410969173535194,Peckham,51.47405032,-0.07799246,28.85,102125.0,5037.216063725273,281.91076418379254,3-6min
126067-19082023,2023-08-19,2023,23,NEWHAM,544350,182850,234.0,East Ham,51.52633481360212,0.07897611272037815,51.5261199756428,0.07942765492652881,East Ham,51.523548,0.056981,36.22,116875.0,12907.885584948115,1559.778793382591,3-6min
141046-12092023,2023-09-12,2023,21,HOUNSLOW,512650,177350,115.0,Heston,inf,inf,51.48389409184475,-0.37906160865844885,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,2690.4393161751555,0-3min
154224-04102023,2023-10-04,2023,18,BARNET,524250,188050,386.0,Finchley,51.57728575209939,-0.2076658807182401,51.57762840048088,-0.20831628567470833,Finchley,51.59798,-0.1791,86.74,97160.0,10717.41137555264,3034.4854618881914,6-9min
133047-31082023,2023-08-31,2023,21,ENFIELD,528950,192050,357.0,Southgate,inf,inf,51.612520148107166,-0.1390586568267396,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,2163.972742469438,3-6min
201062-22122023,2023-12-22,2023,15,BROMLEY,541150,168050,330.0,Bromley,51.393845396679616,0.028056736257161385,51.39393720851199,0.027428305470848725,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,1652.9763900219548,3-6min
168032-27102023,2023-10-27,2023,21,LAMBETH,529150,173650,323.0,Clapham,inf,inf,51.44711953945212,-0.1429129144664545,Clapham,51.4648861,-0.1435183,26.82,63500.0,4838.483661929665,1977.1019555889043,3-6min
084153-11062023,2023-06-11,2023,15,HARROW,517150,192350,264.0,Stanmore,51.6175986458978,-0.30953232458140206,51.6177930415362,-0.30929398380345796,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,1750.9190545570918,3-6min
187876-30112023,2023-11-30,2023,9,WANDSWORTH,522550,175450,290.0,Wandsworth,51.46435753324513,-0.23723027517431317,51.464761959941725,-0.23721469069138504,Wandsworth,51.4378592,-0.1802274,34.26,109456.0,8538.269839100261,4938.101303897529,3-6min
125516-19082023,2023-08-19,2023,0,BARNET,528050,196050,339.0,Southgate,inf,inf,51.64867169097487,-0.1505879980989407,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,2566.829974590537,3-6min
049270-09042023,2023-04-09,2023,13,HAMMERSMITH AND FULHAM,525350,177350,369.0,Chelsea,inf,inf,51.48122472797222,-0.19625496058808165,Chelsea,51.4871072,-0.1728153,12.13,47980.0,3854.144421682529,1754.8362549801614,6-9min
117872-05082023,2023-08-05,2023,14,KENSINGTON AND CHELSEA,525450,178650,165.0,Hammersmith,inf,inf,51.49288570094147,-0.1943541746043914,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,2103.821520488156,0-3min
066699-13052023,2023-05-13,2023,6,HAMMERSMITH AND FULHAM,523150,180050,195.0,Hammersmith,inf,inf,51.505972885976746,-0.22697897925355676,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,1113.9478150887048,3-6min
017873-05022023,2023-02-05,2023,9,HARINGEY,529150,187750,348.0,Holloway,inf,inf,51.57383212382301,-0.1377529610301046,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,1995.4363213382558,3-6min
196197-14122023,2023-12-14,2023,7,CROYDON,532650,164150,253.0,Croydon,inf,inf,51.360938264082456,-0.09612619523473405,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,1094.3327966856166,3-6min
205882-31122023,2023-12-31,2023,18,WESTMINSTER,529250,180650,445.0,Euston,51.51040836928373,-0.13946133417193465,51.51000404311737,-0.13891577693627077,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,2020.4368101701702,6-9min
103093-10072023,2023-07-10,2023,23,NEWHAM,540550,183150,201.0,Plaistow,51.529472379863904,0.02453426699846613,51.52977342091577,0.024807139325655835,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,1157.6884951314212,3-6min
139928-11092023,2023-09-11,2023,0,EALING,520450,179950,328.0,Acton,inf,inf,51.50565550846562,-0.2658968159175661,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,782.5233852191363,3-6min
