IncidentNumber,DateOfCall,CalYear,HourOfCall,IncGeo_BoroughName,Easting_rounded,Northing_rounded,AttendanceTime,DeployedFromStation,lat_cal,long_cal,lat_cal_r,long_cal_r,stat,lat,long,bor_sqkm,pop_per_stat,distance_stat,distance,AttendanceTimeClasses3
161403-16102023,2023-10-16,2023,14,NEWHAM,538650,184150,318.0,Stratford,51.53892880876164,-0.0025170248179415475,51.53922868656915,-0.0021722221597511985,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,1089.21240716187,3-6min
061876-04052023,2023-05-04,2023,1,EALING,514950,181350,407.0,Ealing,51.51965245679668,-0.34465538238317356,51.51938262314974,-0.34465075184367727,Ealing,51.51217,-0.3137,55.53,91532.0,12909.930286465416,2302.3458071248515,6-9min
073966-26052023,2023-05-26,2023,14,TOWER HAMLETS,535150,182950,397.0,Shadwell,inf,inf,51.52929333559912,-0.05306783708155524,Shadwell,51.510868,-0.055828,19.77,62455.0,4981.476274561277,2058.902845473035,6-9min
143390-16092023,2023-09-16,2023,19,HARROW,512250,190450,292.0,Harrow,inf,inf,51.60171389305039,-0.3806457055191453,Harrow,51.59096,-0.36634,50.47,130494.0,18990.194902322222,1553.7782093734656,3-6min
193051-08122023,2023-12-08,2023,20,CROYDON,532350,164850,128.0,Croydon,inf,inf,51.36729888457389,-0.10017225434041949,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,389.965104692353,0-3min
157393-09102023,2023-10-09,2023,23,BRENT,522550,183850,281.0,Willesden,51.540388453201885,-0.23484200255710364,51.540254392205696,-0.23429921432544223,Willesden,51.54468,-0.23663,43.24,112973.0,8634.041435717692,493.292250996757,3-6min
104448-13072023,2023-07-13,2023,12,WESTMINSTER,529150,180450,446.0,Euston,51.5080917756544,-0.14024740715342296,51.50822954482784,-0.1404291330397474,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,2283.8268212642897,6-9min
161995-17102023,2023-10-17,2023,15,KINGSTON UPON THAMES,521250,172150,391.0,Wandsworth,51.43565682381012,-0.2572979119076263,51.43538335358828,-0.25704934766891896,Wandsworth,51.4378592,-0.1802274,34.26,109456.0,8538.269839100261,5362.964156308097,6-9min
152873-02102023,2023-10-02,2023,12,SUTTON,526650,164950,324.0,Sutton,inf,inf,51.369496139746374,-0.1819722152152998,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,2035.5279397899478,3-6min
153760-03102023,2023-10-03,2023,22,BARKING AND DAGENHAM,548750,183850,534.0,Dagenham,51.53409136148234,0.14267272506739043,51.53396428960646,0.14322910383498108,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,2991.1976545146977,6-9min
187041-28112023,2023-11-28,2023,22,WALTHAM FOREST,536050,187150,240.0,Leyton,51.56696953160219,-0.037794235353792414,51.56681911310421,-0.038478883081686364,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,1434.4165768028727,3-6min
179144-15112023,2023-11-15,2023,9,HOUNSLOW,514050,176450,2.0,Heston,51.47530108797412,-0.3592786653966794,51.47552477637814,-0.3591986409351163,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,1123.1358704283475,0-3min
144801-18092023,2023-09-18,2023,21,ISLINGTON,530950,186650,228.0,Holloway,inf,inf,51.56353216941039,-0.11220346402921376,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,354.6544698454723,3-6min
076039-29052023,2023-05-29,2023,17,NEWHAM,541750,185850,483.0,Ilford,inf,inf,51.553735057117215,0.043181314977839225,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,3493.42550639549,6-9min
145995-20092023,2023-09-20,2023,22,BARNET,527050,188850,406.0,Finchley,inf,inf,51.58419425842555,-0.16764169931548922,Finchley,51.59798,-0.1791,86.74,97160.0,10717.41137555264,1727.1645378407786,6-9min
032134-05032023,2023-03-05,2023,18,HILLINGDON,507750,185850,323.0,Hillingdon,51.56161352123002,-0.4475251841769463,51.56124693892994,-0.44700387952949017,Hillingdon,51.53228,-0.45221,115.7,76198.0,22665.210491894057,3281.058117890159,3-6min
021893-13022023,2023-02-13,2023,8,REDBRIDGE,546850,188850,364.0,Ilford,51.579010709061706,0.11739053768462936,51.579387442487416,0.11794208905156289,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,2560.533736027029,6-9min
205155-30122023,2023-12-30,2023,13,BRENT,520150,184250,280.0,Park Royal,inf,inf,51.54436478694263,-0.2687521246476871,Park Royal,51.53585,-0.26473,43.24,112973.0,10026.497376766112,987.5879417383519,3-6min
144754-18092023,2023-09-18,2023,20,EALING,512050,179250,303.0,Southall,51.50109343274413,-0.3866783214233624,51.50109018851764,-0.3870962615212922,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,1427.747374144807,3-6min
126496-20082023,2023-08-20,2023,17,REDBRIDGE,541250,190350,342.0,Woodford,51.59450651554021,0.037560524792975024,51.594295838200644,0.03778210445570735,Woodford,51.60883,0.026243,56.41,103279.0,15535.957097521175,1776.6834832441386,3-6min
002443-06012023,2023-01-06,2023,1,BROMLEY,536250,169550,229.0,Beckenham,inf,inf,51.40861352729077,-0.042381304227092076,Beckenham,51.40804499,-0.0341093,150.15,82458.0,12792.281250373548,579.0291445854713,3-6min
095072-27062023,2023-06-27,2023,21,BARKING AND DAGENHAM,549150,184650,343.0,Dagenham,inf,inf,51.541046909841995,0.1493304489331427,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,2117.8527143750907,3-6min
063109-06052023,2023-05-06,2023,8,SOUTHWARK,533750,177150,144.0,Peckham,51.477074769405085,-0.07494932662945823,51.47750539972837,-0.07543522595752104,Peckham,51.47405032,-0.07799246,28.85,102125.0,5037.216063725273,399.12359986262175,0-3min
188808-01122023,2023-12-01,2023,19,KENSINGTON AND CHELSEA,526750,177550,416.0,Fulham,inf,inf,51.48271042479246,-0.17603309393542427,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,1815.240149160539,6-9min
203659-27122023,2023-12-27,2023,12,LEWISHAM,538750,173950,288.0,Lewisham,51.4478942096128,-0.005067904734789511,51.447546863765105,-0.004737646806771256,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,1162.6969317782712,3-6min
115733-01082023,2023-08-01,2023,19,HOUNSLOW,510850,178950,394.0,Hayes,51.498808745944736,-0.40437880656593944,51.49863016179686,-0.40447148472612193,Hayes,51.49459,-0.43159,115.7,76198.0,21111.019149492327,1949.3546199747414,6-9min
093291-25062023,2023-06-25,2023,11,LAMBETH,531350,174950,257.0,Brixton,51.45797958520838,-0.11064561536327479,51.458296667544616,-0.11079086394532024,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,611.1931867509909,3-6min
051147-13042023,2023-04-13,2023,11,EALING,512550,183050,365.0,Northolt,inf,inf,51.53514472915565,-0.37868359677089297,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,2571.4673638696895,6-9min
029297-27022023,2023-02-27,2023,22,HACKNEY,533050,186150,140.0,Stoke Newington,inf,inf,51.558547951836125,-0.08211433681280893,Stoke Newington,51.562056,-0.07653,19.06,86652.0,7052.842221705138,549.8286007996744,0-3min
115556-01082023,2023-08-01,2023,12,REDBRIDGE,543950,186550,186.0,Ilford,51.55917283934899,0.07510662037927279,51.55946833998234,0.0751777810094983,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,1196.7873937570187,3-6min
011471-23012023,2023-01-23,2023,22,BARNET,522350,188950,211.0,Hendon,inf,inf,51.58613196496859,-0.2354082010261197,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,569.7293238323142,3-6min
040359-22032023,2023-03-22,2023,11,TOWER HAMLETS,534950,181850,175.0,Bethnal Green,51.51963510670418,-0.056852698431817374,51.51945625331256,-0.056370230066644635,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,977.315916547052,0-3min
075649-29052023,2023-05-29,2023,4,SOUTHWARK,534350,176250,254.0,Peckham,inf,inf,51.4692756078108,-0.067142592121267,Peckham,51.47405032,-0.07799246,28.85,102125.0,5037.216063725273,922.248774066714,3-6min
111344-25072023,2023-07-25,2023,6,LEWISHAM,534950,172050,277.0,Forest Hill,51.431391308878,-0.05963536740832479,51.4313901755781,-0.060110166474403454,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,1607.9581095414683,3-6min
019963-09022023,2023-02-09,2023,10,WESTMINSTER,530450,180750,293.0,Soho,51.510687808145185,-0.12201234164128862,51.510627200222515,-0.12159690798525986,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,726.0987371932084,3-6min
176603-11112023,2023-11-11,2023,6,WESTMINSTER,528950,178950,343.0,Lambeth,51.494973791598674,-0.14435412354887162,51.49479506885214,-0.14385716441307042,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3852.5459813783536,3-6min
011242-23012023,2023-01-23,2023,15,HAMMERSMITH AND FULHAM,525850,175850,218.0,Wandsworth,inf,inf,51.467633292170134,-0.1895922175626353,Wandsworth,51.4378592,-0.1802274,34.26,109456.0,8538.269839100261,3375.9308971873734,3-6min
132176-30082023,2023-08-30,2023,13,LEWISHAM,536650,178450,182.0,Deptford,inf,inf,51.488495004068696,-0.0331997594546968,Deptford,51.48489956,-0.03380805,35.15,74952.0,6948.464184782571,402.2456739486058,3-6min
153942-04102023,2023-10-04,2023,10,LAMBETH,532150,175850,229.0,Brixton,inf,inf,51.46619856450646,-0.09894669584035895,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,955.8859420483187,3-6min
073490-25052023,2023-05-25,2023,18,ENFIELD,528850,195750,351.0,Southgate,51.6455016372368,-0.13947182625546672,51.64579315569967,-0.13914190241882976,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,1851.8115666072924,3-6min
093538-25062023,2023-06-25,2023,16,BARKING AND DAGENHAM,547150,183850,497.0,Barking,51.534708254630445,0.12010656688768197,51.534383223128614,0.12017797793348914,Barking,51.52982,0.088809,36.09,109267.0,15193.759829792516,2241.0700703734983,6-9min
154353-04102023,2023-10-04,2023,22,NEWHAM,542650,183650,198.0,East Ham,51.53345052192695,0.055365083491796106,51.533740081466675,0.05526277662146944,East Ham,51.523548,0.056981,36.22,116875.0,12907.885584948115,1108.2529392803801,3-6min
056817-24042023,2023-04-24,2023,18,WESTMINSTER,525950,180750,289.0,Kensington,inf,inf,51.51164725074743,-0.18640672965231214,Kensington,51.5028,-0.1904,12.13,47980.0,4384.517983460514,1022.6280114954782,3-6min
136794-06092023,2023-09-06,2023,19,HARINGEY,527750,190450,501.0,Southgate,inf,inf,51.59841483551605,-0.15696210224393267,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,4120.229410735743,6-9min
028088-25022023,2023-02-25,2023,15,BRENT,523250,185350,252.0,Willesden,inf,inf,51.55358272740555,-0.22368591590384107,Willesden,51.54468,-0.23663,43.24,112973.0,8634.041435717692,1336.8943154590024,3-6min
090078-20062023,2023-06-20,2023,13,EALING,513750,182950,466.0,Northolt,inf,inf,51.53400569283163,-0.36142222636206583,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,2329.7254460077297,6-9min
127432-22082023,2023-08-22,2023,11,ENFIELD,534950,194550,244.0,Edmonton,51.6332653194069,-0.05201449100225132,51.633580430358734,-0.05149522762901083,Edmonton,51.62735,-0.06927,80.84,109867.0,13967.778520302169,1366.2234924736508,3-6min
143116-16092023,2023-09-16,2023,11,LAMBETH,530750,177650,115.0,Lambeth,inf,inf,51.48269942046945,-0.11842399074575578,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,2156.1847155799855,0-3min
015234-31012023,2023-01-31,2023,10,HARINGEY,530050,188250,261.0,Hornsey,inf,inf,51.57811868781267,-0.12458842062487699,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,963.5558507804964,3-6min
115277-31072023,2023-07-31,2023,22,BROMLEY,546450,166950,257.0,Orpington,inf,inf,51.38271104882516,0.1031003115720679,Orpington,51.37216313,0.11087098,150.15,82458.0,22327.869024727424,1292.2325493941355,3-6min
058749-28042023,2023-04-28,2023,14,HILLINGDON,509150,178950,236.0,Hayes,inf,inf,51.49896062471642,-0.42895194463955966,Hayes,51.49459,-0.43159,115.7,76198.0,21111.019149492327,519.6317401804778,3-6min
133475-01092023,2023-09-01,2023,16,SOUTHWARK,532350,177950,270.0,Lambeth,inf,inf,51.48502358682799,-0.09528321178780384,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3016.624021701628,3-6min
000482-01012023,2023-01-01,2023,16,HAVERING,551050,182950,365.0,Wennington,inf,inf,51.52526770763473,0.1759784581717399,Wennington,51.5064084,0.2204125,112.27,65506.0,24100.059922961773,3730.483870706814,6-9min
023231-15022023,2023-02-15,2023,17,HILLINGDON,510650,181250,490.0,Hayes,inf,inf,51.51934164088875,-0.40663053264418864,Hayes,51.49459,-0.43159,115.7,76198.0,21111.019149492327,3253.700904992488,6-9min
164451-21102023,2023-10-21,2023,13,HILLINGDON,507450,182550,2.0,Hillingdon,51.53208073149191,-0.452091117941641,51.531643354925805,-0.45233662930887886,Hillingdon,51.53228,-0.45221,115.7,76198.0,22665.210491894057,24.21969512203849,0-3min
119067-07082023,2023-08-07,2023,18,WESTMINSTER,528950,180750,301.0,Soho,51.51092251705447,-0.14353319646867238,51.51097119378318,-0.14319975746292113,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,821.6938045081798,3-6min
104884-14072023,2023-07-14,2023,1,ISLINGTON,531750,184850,373.0,Islington,inf,inf,51.547170436550886,-0.10134254090084457,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,810.5054911628048,6-9min
192995-08122023,2023-12-08,2023,19,SUTTON,527150,166650,447.0,Sutton,51.384700558438574,-0.17373845388127301,51.38466256205981,-0.17418548358513505,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,3137.7543967601114,6-9min
083557-10062023,2023-06-10,2023,19,LAMBETH,530750,179950,115.0,Lambeth,51.502945555102016,-0.11698498594147604,51.50336864751555,-0.11757272125161666,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,4410.334846317067,0-3min
135594-05092023,2023-09-05,2023,1,SOUTHWARK,532750,176750,269.0,Peckham,inf,inf,51.47414613108747,-0.08997642652635836,Peckham,51.47405032,-0.07799246,28.85,102125.0,5037.216063725273,832.7126891318057,3-6min
001740-04012023,2023-01-04,2023,14,BARNET,524250,188050,308.0,Hendon,inf,inf,51.57762840048088,-0.20831628567470833,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,1893.9198402396817,3-6min
113770-29072023,2023-07-29,2023,10,CAMDEN,529350,182350,273.0,Soho,51.52489077226665,-0.1369105257878111,51.52525853918322,-0.1368522666615765,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1407.9090036579298,3-6min
054248-19042023,2023-04-19,2023,13,BROMLEY,535750,168150,391.0,Woodside,51.396550875313515,-0.050270964828126284,51.39615236552643,-0.05010103021613362,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,1461.592808926781,6-9min
061287-02052023,2023-05-02,2023,22,REDBRIDGE,546150,186050,327.0,Ilford,51.554586866776965,0.1063744541271044,51.55441045219198,0.10668366522859792,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,1366.5977204936682,3-6min
152109-01102023,2023-10-01,2023,0,TOWER HAMLETS,537350,182550,377.0,Bethnal Green,51.5255828843923,-0.022101699141992753,51.52516855053478,-0.021528597578048272,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,2098.0406792860845,6-9min
031570-04032023,2023-03-04,2023,16,GREENWICH,543350,177750,371.0,Plumstead,51.480573505971705,0.06302497649192407,51.4805478150369,0.06295180649239517,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,2108.093894441991,6-9min
065385-10052023,2023-05-10,2023,15,ENFIELD,531750,195750,334.0,Southgate,51.64472688237421,-0.09729856669237966,51.645121810505806,-0.09725312439160944,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,2620.8050848325142,3-6min
042986-27032023,2023-03-27,2023,21,WESTMINSTER,530250,180950,191.0,Soho,51.512598279471476,-0.1239514329276356,51.51247062079528,-0.12440344407750366,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,559.2523797114013,3-6min
189957-03122023,2023-12-03,2023,15,TOWER HAMLETS,535150,181150,239.0,Whitechapel,inf,inf,51.513118106959304,-0.05375760005556951,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,1042.9342099521245,3-6min
190851-05122023,2023-12-05,2023,3,HARINGEY,534150,191050,386.0,Tottenham,51.602749522222574,-0.06425230141389854,51.60232008990601,-0.06438608802342599,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,1237.6917487051917,6-9min
181863-20112023,2023-11-20,2023,0,HARINGEY,530650,189450,264.0,Hornsey,51.58874660052037,-0.11609549796136019,51.588763832084105,-0.11548847379131677,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,791.3996670492797,3-6min
180646-17112023,2023-11-17,2023,21,ENFIELD,536150,199250,346.0,Enfield,inf,inf,51.675525403077145,-0.03233889468406761,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,2153.769335239599,3-6min
028676-26022023,2023-02-26,2023,16,ENFIELD,534950,193750,500.0,Enfield,inf,inf,51.62639158148165,-0.051803263594465625,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,3792.0371456096154,6-9min
185557-26112023,2023-11-26,2023,9,SUTTON,525350,165050,214.0,Sutton,inf,inf,51.37068302907407,-0.20060244452889026,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,759.6851839370463,3-6min
082954-09062023,2023-06-09,2023,23,BRENT,520550,188650,96.0,Stanmore,inf,inf,51.583823367404555,-0.26147915438501956,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,3338.277203219837,0-3min
100450-06072023,2023-07-06,2023,22,REDBRIDGE,541250,190350,422.0,Woodford,51.59415657696932,0.037515987175014746,51.594295838200644,0.03778210445570735,Woodford,51.60883,0.026243,56.41,103279.0,15535.957097521175,1810.5401293970142,6-9min
040925-23032023,2023-03-23,2023,13,ENFIELD,534050,191950,354.0,Tottenham,51.61054658848916,-0.06537935963437189,51.610431433471724,-0.06548535638465225,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,2039.5255167797402,3-6min
187081-28112023,2023-11-28,2023,23,BRENT,522150,183450,187.0,Willesden,inf,inf,51.53674614912925,-0.24020269864578103,Willesden,51.54468,-0.23663,43.24,112973.0,8634.041435717692,916.8503563761576,3-6min
021605-12022023,2023-02-12,2023,14,TOWER HAMLETS,537350,178550,207.0,Millwall,inf,inf,51.48922418077147,-0.02308511144606048,Millwall,51.500806,-0.025725,19.77,62455.0,7085.781804491156,1301.5439896113055,3-6min
134611-03092023,2023-09-03,2023,15,ISLINGTON,531450,182750,270.0,Islington,inf,inf,51.528368706030335,-0.10644991625919809,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,1315.6163852542682,3-6min
009204-20012023,2023-01-20,2023,1,EALING,512650,179350,243.0,Southall,inf,inf,51.50186983704683,-0.37842391950060844,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,1099.4038379382164,3-6min
126611-20082023,2023-08-20,2023,21,ISLINGTON,532550,181950,394.0,Bethnal Green,51.52133510241969,-0.09082789347807028,51.52092266420065,-0.0909028008870794,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,2785.155957727592,6-9min
156424-08102023,2023-10-08,2023,16,NEWHAM,540350,184350,276.0,Stratford,inf,inf,51.5406060906179,0.022403757299243248,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,801.5650711011053,3-6min
128359-23082023,2023-08-23,2023,22,BROMLEY,538250,169250,355.0,Bromley,inf,inf,51.40543406022231,-0.013760487793133722,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,2158.637745318656,3-6min
062416-05052023,2023-05-05,2023,0,SOUTHWARK,532050,179650,253.0,Dowgate,inf,inf,51.500370738856255,-0.0989658141379745,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,1232.2316080772093,3-6min
136109-05092023,2023-09-05,2023,20,BARNET,527450,191350,275.0,Finchley,inf,inf,51.606570735667546,-0.16096429837389192,Finchley,51.59798,-0.1791,86.74,97160.0,10717.41137555264,1578.7438166579923,3-6min
147264-22092023,2023-09-22,2023,19,WESTMINSTER,526850,181250,426.0,Paddington,inf,inf,51.51593953892058,-0.1732647121561637,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,826.941122935511,6-9min
086483-14062023,2023-06-14,2023,18,HARINGEY,533650,191150,266.0,Tottenham,inf,inf,51.60333747738487,-0.0715631708632753,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,1190.2100549785503,3-6min
